t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000139436	ENST00000354574	reg_14771	ENST00000354574.106	one2one
ENSG00000139436	ENST00000553118	reg_14771	ENST00000553118.106	one2one
ENSG00000141068	ENST00000644418	reg_6373	ENST00000644418.80	one2one
ENSG00000141068	ENST00000644974	reg_6373	ENST00000644974.80	one2one
ENSG00000141068	ENST00000268763	reg_6373	ENST00000268763.80	one2one
ENSG00000141068	ENST00000398988	reg_6373	ENST00000398988.80	one2one
ENSG00000141068	ENST00000509603	reg_6373	ENST00000509603.80	one2one
ENSG00000187987	ENST00000289788	reg_15961	ENST00000289788.6	one2one
ENSG00000185947	ENST00000300870	None	None	one2zero
ENSG00000113209	ENST00000231134	None	None	one2zero
ENSG00000175066	ENST00000392993	reg_329	ENST00000392993.3	one2one
ENSG00000244693	ENST00000487179	None	None	one2zero
ENSG00000105514	ENST00000589655	reg_12094	ENST00000589655.61	one2one
ENSG00000105514	ENST00000222120	reg_12094	ENST00000222120.61	one2one
ENSG00000278705	ENST00000377745	None	None	one2zero
ENSG00000122692	ENST00000397149	reg_13011	ENST00000397149.10	one2one
ENSG00000173349	ENST00000310981	reg_3481	ENST00000310981.39	one2one
ENSG00000117877	ENST00000309424	reg_10630	ENST00000309424.48	one2one
ENSG00000117877	ENST00000589804	reg_10630	ENST00000589804.48	one2one
ENSG00000234560	ENST00000641224	None	None	one2zero
ENSG00000234560	ENST00000431524	None	None	one2zero
ENSG00000163576	ENST00000295824	reg_521	ENST00000295824.34	one2one
ENSG00000163576	ENST00000344838	reg_521	ENST00000344838.34	one2one
ENSG00000212128	ENST00000390677	None	None	one2zero
ENSG00000075826	ENST00000370345	reg_9678	ENST00000370345.7	one2one
ENSG00000137074	ENST00000379825	reg_12827	ENST00000379825.10	one2one
ENSG00000137074	ENST00000309615	reg_12827	ENST00000309615.10	one2one
ENSG00000137074	ENST00000379819	reg_12827	ENST00000379819.10	one2one
ENSG00000137074	ENST00000379817	reg_12827	ENST00000379817.10	one2one
ENSG00000137074	ENST00000463596	reg_12827	ENST00000463596.10	one2one
ENSG00000137074	ENST00000436040	reg_12827	ENST00000436040.10	one2one
ENSG00000137074	ENST00000477119	reg_12827	ENST00000477119.10	one2one
ENSG00000137074	ENST00000476858	reg_12827	ENST00000476858.10	one2one
ENSG00000137074	ENST00000379813	reg_12827	ENST00000379813.10	one2one
ENSG00000137074	ENST00000468275	reg_12827	ENST00000468275.10	one2one
ENSG00000135373	ENST00000531794	reg_3919	ENST00000531794.17	one2one
ENSG00000135373	ENST00000257831	reg_3919	ENST00000257831.17	one2one
ENSG00000135373	ENST00000530286	reg_3919	ENST00000530286.17	one2one
ENSG00000135373	ENST00000450654	reg_3919	ENST00000450654.17	one2one
ENSG00000135373	ENST00000533754	reg_3919	ENST00000533754.17	one2one
ENSG00000130812	ENST00000589181	reg_11892	ENST00000589181.61	one2one
ENSG00000130812	ENST00000253109	reg_11892	ENST00000253109.61	one2one
ENSG00000130812	ENST00000592641	reg_11892	ENST00000592641.61	one2one
ENSG00000174970	ENST00000312345	reg_7950	ENST00000312345.17	one2one
ENSG00000174970	ENST00000641071	reg_7950	ENST00000641071.17	one2one
ENSG00000152463	ENST00000378217	None	None	one2zero
ENSG00000152463	ENST00000378228	None	None	one2zero
ENSG00000213999	ENST00000444486	reg_11614	ENST00000444486.61	one2one
ENSG00000213999	ENST00000410050	reg_11614	ENST00000410050.61	one2one
ENSG00000213999	ENST00000409447	reg_11614	ENST00000409447.61	one2one
ENSG00000213999	ENST00000424583	reg_11614	ENST00000424583.61	one2one
ENSG00000213999	ENST00000409224	reg_11614	ENST00000409224.61	one2one
ENSG00000114487	ENST00000232603	reg_610	ENST00000232603.3	one2one
ENSG00000114487	ENST00000483760	reg_610	ENST00000483760.3	one2one
ENSG00000130935	ENST00000253247	reg_6708	ENST00000253247.87	one2one
ENSG00000168092	ENST00000527958	reg_4369	ENST00000527958.27	one2one
ENSG00000168092	ENST00000530272	reg_4369	ENST00000530272.27	one2one
ENSG00000121871	ENST00000475390	reg_133	ENST00000475390.3	one2one
ENSG00000121871	ENST00000241274	reg_133	ENST00000241274.3	one2one
ENSG00000129657	ENST00000430767	reg_11160	ENST00000430767.24	one2one
ENSG00000129657	ENST00000585618	reg_11160	ENST00000585618.24	one2one
ENSG00000129657	ENST00000591437	reg_11160	ENST00000591437.24	one2one
ENSG00000129657	ENST00000436233	reg_11160	ENST00000436233.24	one2one
ENSG00000129657	ENST00000392476	reg_11160	ENST00000392476.24	one2one
ENSG00000129657	ENST00000443798	reg_11160	ENST00000443798.24	one2one
ENSG00000129657	ENST00000431431	reg_11160	ENST00000431431.24	one2one
ENSG00000008056	ENST00000340666	reg_17706	ENST00000340666.2	one2one
ENSG00000008056	ENST00000295987	reg_17706	ENST00000295987.2	one2one
ENSG00000109805	ENST00000251496	reg_8393	ENST00000251496.11	one2one
ENSG00000171763	ENST00000305560	reg_5243	ENST00000305560.38	one2one
ENSG00000188452	ENST00000410087	reg_3638	ENST00000410087.20	one2one
ENSG00000188452	ENST00000339098	reg_3638	ENST00000339098.20	one2one
ENSG00000188452	ENST00000409440	reg_3638	ENST00000409440.20	one2one
ENSG00000188452	ENST00000374970	reg_3638	ENST00000374970.20	one2one
ENSG00000123933	ENST00000337190	reg_4148	ENST00000337190.11	one2one
ENSG00000248098	ENST00000269980	reg_11081	ENST00000269980.48	one2one
ENSG00000248098	ENST00000457836	reg_11081	ENST00000457836.48	one2one
ENSG00000103460	ENST00000407228	reg_11006	ENST00000407228.23	one2one
ENSG00000103460	ENST00000219746	reg_11006	ENST00000219746.23	one2one
ENSG00000265203	ENST00000584701	reg_9854	ENST00000584701.84	one2one
ENSG00000183090	ENST00000329798	reg_4794	ENST00000329798.57	one2one
ENSG00000135144	ENST00000257600	reg_13389	ENST00000257600.58	one2one
ENSG00000164989	ENST00000380701	reg_3236	ENST00000380701.10	one2one
ENSG00000198742	ENST00000361125	reg_9393	ENST00000361125.88	one2one
ENSG00000198742	ENST00000361368	reg_9393	ENST00000361368.88	one2one
ENSG00000013297	ENST00000064724	reg_11887	ENST00000064724.3	one2one
ENSG00000100196	ENST00000409006	reg_1540	ENST00000409006.51	one2one
ENSG00000100196	ENST00000216014	reg_1540	ENST00000216014.51	one2one
ENSG00000070476	ENST00000336332	reg_604	ENST00000336332.111	one2one
ENSG00000070476	ENST00000389709	reg_604	ENST00000389709.111	one2one
ENSG00000151348	ENST00000533608	reg_17864	ENST00000533608.62	one2many
ENSG00000151348	ENST00000533608	reg_17961	ENST00000533608.73	one2many
ENSG00000151348	ENST00000343631	reg_17864	ENST00000343631.62	one2many
ENSG00000151348	ENST00000343631	reg_17961	ENST00000343631.73	one2many
ENSG00000151348	ENST00000395673	reg_17864	ENST00000395673.62	one2many
ENSG00000151348	ENST00000395673	reg_17961	ENST00000395673.73	one2many
ENSG00000151348	ENST00000358681	reg_17961	ENST00000358681.73	one2many
ENSG00000151348	ENST00000358681	reg_17864	ENST00000358681.62	one2many
ENSG00000150244	ENST00000417545	None	None	one2zero
ENSG00000166887	ENST00000348544	reg_8925	ENST00000348544.38	one2one
ENSG00000166887	ENST00000318006	reg_8925	ENST00000318006.38	one2one
ENSG00000168124	ENST00000304646	reg_9272	ENST00000304646.43	one2one
ENSG00000136449	ENST00000436259	reg_6365	ENST00000436259.50	one2one
ENSG00000136449	ENST00000323776	reg_6365	ENST00000323776.50	one2one
ENSG00000136449	ENST00000652471	reg_6365	ENST00000652471.50	one2one
ENSG00000189077	ENST00000439537	reg_15754	ENST00000439537.129	one2one
ENSG00000189077	ENST00000417509	reg_15754	ENST00000417509.129	one2one
ENSG00000189077	ENST00000493111	reg_15754	ENST00000493111.129	one2one
ENSG00000131759	ENST00000394081	reg_11169	ENST00000394081.24	one2one
ENSG00000131759	ENST00000254066	reg_11169	ENST00000254066.24	one2one
ENSG00000131759	ENST00000394089	reg_11169	ENST00000394089.24	one2one
ENSG00000131759	ENST00000394086	reg_11169	ENST00000394086.24	one2one
ENSG00000143457	ENST00000271732	reg_10553	ENST00000271732.1	one2one
ENSG00000105642	ENST00000222249	reg_282	ENST00000222249.61	one2one
ENSG00000105642	ENST00000615435	reg_282	ENST00000615435.61	one2one
ENSG00000197122	ENST00000373558	reg_2583	ENST00000373558.30	one2one
ENSG00000197122	ENST00000373578	reg_2583	ENST00000373578.30	one2one
ENSG00000197122	ENST00000373567	reg_2583	ENST00000373567.30	one2one
ENSG00000197122	ENST00000358208	reg_2583	ENST00000358208.30	one2one
ENSG00000008277	ENST00000398201	reg_9564	ENST00000398201.32	one2one
ENSG00000008277	ENST00000398209	reg_9564	ENST00000398209.32	one2one
ENSG00000008277	ENST00000398204	reg_9564	ENST00000398204.32	one2one
ENSG00000008277	ENST00000265727	reg_9564	ENST00000265727.32	one2one
ENSG00000169826	ENST00000374466	reg_9495	ENST00000374466.84	one2one
ENSG00000167081	ENST00000342287	reg_3081	ENST00000342287.10	one2one
ENSG00000167081	ENST00000373487	reg_3081	ENST00000373487.10	one2one
ENSG00000167081	ENST00000447726	reg_3081	ENST00000447726.10	one2one
ENSG00000167081	ENST00000373489	reg_3081	ENST00000373489.10	one2one
ENSG00000175782	ENST00000398004	reg_1497	ENST00000398004.12	one2one
ENSG00000197892	ENST00000524189	reg_8080	ENST00000524189.86	one2one
ENSG00000159556	ENST00000290759	reg_5301	ENST00000290759.105	one2one
ENSG00000276234	ENST00000612272	reg_6608	ENST00000612272.110	one2one
ENSG00000276234	ENST00000615182	reg_6608	ENST00000615182.110	one2one
ENSG00000177688	ENST00000326669	None	None	one2zero
ENSG00000169562	ENST00000374029	reg_5398	ENST00000374029.2	one2one
ENSG00000169562	ENST00000675209	reg_5398	ENST00000675209.2	one2one
ENSG00000169562	ENST00000674844	reg_5398	ENST00000674844.2	one2one
ENSG00000169562	ENST00000647424	reg_5398	ENST00000647424.2	one2one
ENSG00000169562	ENST00000675609	reg_5398	ENST00000675609.2	one2one
ENSG00000169562	ENST00000675368	reg_5398	ENST00000675368.2	one2one
ENSG00000169562	ENST00000361726	reg_5398	ENST00000361726.2	one2one
ENSG00000169562	ENST00000447581	reg_5398	ENST00000447581.2	one2one
ENSG00000169562	ENST00000674549	reg_5398	ENST00000674549.2	one2one
ENSG00000169562	ENST00000646835	reg_5398	ENST00000646835.2	one2one
ENSG00000169562	ENST00000645009	reg_5398	ENST00000645009.2	one2one
ENSG00000136770	ENST00000376980	reg_13840	ENST00000376980.47	one2one
ENSG00000163832	ENST00000296149	reg_12104	ENST00000296149.19	one2one
ENSG00000104824	ENST00000221419	reg_2420	ENST00000221419.48	one2one
ENSG00000180185	ENST00000382666	reg_9171	ENST00000382666.43	one2one
ENSG00000180185	ENST00000427358	reg_9171	ENST00000427358.43	one2one
ENSG00000180185	ENST00000615972	reg_9171	ENST00000615972.43	one2one
ENSG00000180185	ENST00000382668	reg_9171	ENST00000382668.43	one2one
ENSG00000204612	ENST00000376708	reg_3072	ENST00000376708.40	one2one
ENSG00000115204	ENST00000405983	reg_6825	ENST00000405983.18	one2one
ENSG00000115204	ENST00000380044	reg_6825	ENST00000380044.18	one2one
ENSG00000115204	ENST00000402310	reg_6825	ENST00000402310.18	one2one
ENSG00000115204	ENST00000233545	reg_6825	ENST00000233545.18	one2one
ENSG00000115204	ENST00000403262	reg_6825	ENST00000403262.18	one2one
ENSG00000166329	ENST00000299415	reg_11301	ENST00000299415.50	one2one
ENSG00000178919	ENST00000375123	reg_3204	ENST00000375123.10	one2one
ENSG00000149182	ENST00000426335	reg_17927	ENST00000426335.73	one2many
ENSG00000149182	ENST00000426335	reg_17902	ENST00000426335.62	one2many
ENSG00000149182	ENST00000524782	reg_17902	ENST00000524782.62	one2many
ENSG00000149182	ENST00000524782	reg_17927	ENST00000524782.73	one2many
ENSG00000198862	ENST00000361371	reg_12378	ENST00000361371.33	one2one
ENSG00000198862	ENST00000389194	reg_12378	ENST00000389194.33	one2one
ENSG00000198862	ENST00000614971	reg_12378	ENST00000614971.33	one2one
ENSG00000166503	ENST00000299633	reg_5279	ENST00000299633.115	one2one
ENSG00000241563	ENST00000377049	reg_1241	ENST00000377049.1	one2one
ENSG00000154721	ENST00000312957	reg_209	ENST00000312957.33	one2one
ENSG00000154721	ENST00000400532	reg_209	ENST00000400532.33	one2one
ENSG00000154721	ENST00000480456	reg_209	ENST00000480456.33	one2one
ENSG00000105227	ENST00000291825	reg_2205	ENST00000291825.48	one2one
ENSG00000164334	ENST00000613773	None	None	one2zero
ENSG00000164334	ENST00000620555	None	None	one2zero
ENSG00000164334	ENST00000515256	None	None	one2zero
ENSG00000005206	ENST00000610743	reg_18132	ENST00000610743.6171	one2many
ENSG00000005206	ENST00000613503	reg_755	ENST00000613503.61	one2many
ENSG00000177212	ENST00000318021	None	None	one2zero
ENSG00000177212	ENST00000641220	None	None	one2zero
ENSG00000167671	ENST00000301281	reg_12108	ENST00000301281.61	one2one
ENSG00000167671	ENST00000394765	reg_12108	ENST00000394765.61	one2one
ENSG00000138639	ENST00000395183	reg_7695	ENST00000395183.15	one2one
ENSG00000138639	ENST00000264343	reg_7695	ENST00000264343.15	one2one
ENSG00000138639	ENST00000395184	reg_7695	ENST00000395184.15	one2one
ENSG00000119121	ENST00000449912	reg_12993	ENST00000449912.40	one2one
ENSG00000119121	ENST00000360774	reg_12993	ENST00000360774.40	one2one
ENSG00000119121	ENST00000361255	reg_12993	ENST00000361255.40	one2one
ENSG00000151006	ENST00000280606	reg_15580	ENST00000280606.43	one2one
ENSG00000173327	ENST00000309100	reg_8600	ENST00000309100.17	one2one
ENSG00000153790	ENST00000409280	reg_15091	ENST00000409280.8	one2one
ENSG00000153790	ENST00000283905	reg_15091	ENST00000283905.8	one2one
ENSG00000105963	ENST00000265846	reg_9172	ENST00000265846.68	one2one
ENSG00000105963	ENST00000449296	reg_9172	ENST00000449296.68	one2one
ENSG00000105963	ENST00000611167	reg_9172	ENST00000611167.68	one2one
ENSG00000105963	ENST00000539900	reg_9172	ENST00000539900.68	one2one
ENSG00000105963	ENST00000649206	reg_9172	ENST00000649206.68	one2one
ENSG00000183617	ENST00000330133	reg_507	ENST00000330133.61	one2one
ENSG00000142973	ENST00000371919	reg_1293	ENST00000371919.1	one2one
ENSG00000142973	ENST00000271153	reg_1293	ENST00000271153.1	one2one
ENSG00000142973	ENST00000371923	reg_1293	ENST00000371923.1	one2one
ENSG00000165059	ENST00000377276	None	None	one2zero
ENSG00000112033	ENST00000337400	reg_5814	ENST00000337400.6	one2one
ENSG00000112033	ENST00000418635	reg_5814	ENST00000418635.6	one2one
ENSG00000112033	ENST00000360694	reg_5814	ENST00000360694.6	one2one
ENSG00000112033	ENST00000311565	reg_5814	ENST00000311565.6	one2one
ENSG00000112033	ENST00000448077	reg_5814	ENST00000448077.6	one2one
ENSG00000142511	ENST00000270590	None	None	one2zero
ENSG00000150779	ENST00000504148	reg_8078	ENST00000504148.27	one2one
ENSG00000150779	ENST00000541231	reg_8078	ENST00000541231.27	one2one
ENSG00000131269	ENST00000644766	reg_17560	ENST00000644766.2	one2one
ENSG00000131269	ENST00000669573	reg_17560	ENST00000669573.2	one2one
ENSG00000131269	ENST00000620875	reg_17560	ENST00000620875.2	one2one
ENSG00000131269	ENST00000645829	reg_17560	ENST00000645829.2	one2one
ENSG00000131269	ENST00000253577	reg_17560	ENST00000253577.2	one2one
ENSG00000131269	ENST00000339447	reg_17560	ENST00000339447.2	one2one
ENSG00000131269	ENST00000373394	reg_17560	ENST00000373394.2	one2one
ENSG00000186591	ENST00000355621	reg_15114	ENST00000355621.8	one2one
ENSG00000186591	ENST00000473814	reg_15114	ENST00000473814.8	one2one
ENSG00000076053	ENST00000375490	reg_4349	ENST00000375490.27	one2one
ENSG00000076053	ENST00000540163	reg_4349	ENST00000540163.27	one2one
ENSG00000076053	ENST00000544582	reg_4349	ENST00000544582.27	one2one
ENSG00000103852	ENST00000394129	reg_8813	ENST00000394129.53	one2one
ENSG00000103852	ENST00000262074	reg_8813	ENST00000262074.53	one2one
ENSG00000103852	ENST00000558663	reg_8813	ENST00000558663.53	one2one
ENSG00000103852	ENST00000394135	reg_8813	ENST00000394135.53	one2one
ENSG00000103852	ENST00000394132	reg_8813	ENST00000394132.53	one2one
ENSG00000141098	ENST00000268797	reg_10853	ENST00000268797.23	one2one
ENSG00000112514	ENST00000374496	reg_16219	ENST00000374496.6	one2one
ENSG00000112514	ENST00000440279	reg_16219	ENST00000440279.6	one2one
ENSG00000112514	ENST00000374500	reg_16219	ENST00000374500.6	one2one
ENSG00000112514	ENST00000488034	reg_16219	ENST00000488034.6	one2one
ENSG00000112514	ENST00000488478	reg_16219	ENST00000488478.6	one2one
ENSG00000112514	ENST00000607266	reg_16219	ENST00000607266.6	one2one
ENSG00000197766	ENST00000592860	reg_745	ENST00000592860.61	one2one
ENSG00000197766	ENST00000327726	reg_745	ENST00000327726.61	one2one
ENSG00000118162	ENST00000338134	reg_2432	ENST00000338134.48	one2one
ENSG00000163507	ENST00000619684	reg_291	ENST00000619684.3	one2one
ENSG00000163507	ENST00000295746	reg_291	ENST00000295746.3	one2one
ENSG00000163507	ENST00000491772	reg_291	ENST00000491772.3	one2one
ENSG00000204869	ENST00000377697	None	None	one2zero
ENSG00000197181	ENST00000611073	reg_7941	ENST00000611073.64	one2one
ENSG00000197181	ENST00000521356	reg_7941	ENST00000521356.64	one2one
ENSG00000197181	ENST00000454009	reg_7941	ENST00000454009.64	one2one
ENSG00000197181	ENST00000356766	reg_7941	ENST00000356766.64	one2one
ENSG00000120314	ENST00000358337	reg_7601	ENST00000358337.41	one2one
ENSG00000176692	ENST00000649859	reg_2401	ENST00000649859.23	one2one
ENSG00000214376	ENST00000409977	reg_4048	ENST00000409977.31	one2one
ENSG00000141526	ENST00000582743	reg_11285	ENST00000582743.24	one2one
ENSG00000141526	ENST00000581287	reg_11285	ENST00000581287.24	one2one
ENSG00000141526	ENST00000617373	reg_11285	ENST00000617373.24	one2one
ENSG00000141526	ENST00000619321	reg_11285	ENST00000619321.24	one2one
ENSG00000141526	ENST00000392341	reg_11285	ENST00000392341.24	one2one
ENSG00000141526	ENST00000392339	reg_11285	ENST00000392339.24	one2one
ENSG00000182224	ENST00000332439	reg_11115	ENST00000332439.24	one2one
ENSG00000164344	ENST00000513864	reg_14069	ENST00000513864.81	one2one
ENSG00000164344	ENST00000264690	reg_14069	ENST00000264690.81	one2one
ENSG00000050130	ENST00000356057	reg_5157	ENST00000356057.13	one2one
ENSG00000050130	ENST00000554271	reg_5157	ENST00000554271.13	one2one
ENSG00000050130	ENST00000616435	reg_5157	ENST00000616435.13	one2one
ENSG00000050130	ENST00000425728	reg_5157	ENST00000425728.13	one2one
ENSG00000144810	ENST00000261037	reg_12312	ENST00000261037.3	one2one
ENSG00000144810	ENST00000652472	reg_12312	ENST00000652472.3	one2one
ENSG00000144810	ENST00000273342	reg_12312	ENST00000273342.3	one2one
ENSG00000112304	ENST00000230048	reg_6162	ENST00000230048.6	one2one
ENSG00000112304	ENST00000537591	reg_6162	ENST00000537591.6	one2one
ENSG00000179833	ENST00000313349	reg_2916	ENST00000313349.21	one2one
ENSG00000160255	ENST00000397852	reg_11740	ENST00000397852.33	one2one
ENSG00000160255	ENST00000397857	reg_11740	ENST00000397857.33	one2one
ENSG00000160255	ENST00000652462	reg_11740	ENST00000652462.33	one2one
ENSG00000160255	ENST00000302347	reg_11740	ENST00000302347.33	one2one
ENSG00000160255	ENST00000397854	reg_11740	ENST00000397854.33	one2one
ENSG00000160255	ENST00000355153	reg_11740	ENST00000355153.33	one2one
ENSG00000160255	ENST00000397850	reg_11740	ENST00000397850.33	one2one
ENSG00000197136	ENST00000355703	reg_4290	ENST00000355703.17	one2one
ENSG00000124237	ENST00000371168	reg_2555	ENST00000371168.30	one2one
ENSG00000173110	ENST00000309758	None	None	one2zero
ENSG00000009335	ENST00000348165	reg_9925	ENST00000348165.8	one2one
ENSG00000110328	ENST00000227756	reg_8134	ENST00000227756.17	one2one
ENSG00000132563	ENST00000378339	reg_7357	ENST00000378339.41	one2one
ENSG00000132563	ENST00000254901	reg_7357	ENST00000254901.41	one2one
ENSG00000132563	ENST00000506158	reg_7357	ENST00000506158.41	one2one
ENSG00000166368	ENST00000299459	reg_8527	ENST00000299459.17	one2one
ENSG00000115306	ENST00000615901	reg_6807	ENST00000615901.21	one2one
ENSG00000115306	ENST00000333896	reg_6807	ENST00000333896.21	one2one
ENSG00000115306	ENST00000356805	reg_6807	ENST00000356805.21	one2one
ENSG00000119715	ENST00000644823	reg_8618	ENST00000644823.37	one2one
ENSG00000119715	ENST00000380887	reg_8618	ENST00000380887.37	one2one
ENSG00000119715	ENST00000509242	reg_8618	ENST00000509242.37	one2one
ENSG00000119715	ENST00000512784	reg_8618	ENST00000512784.37	one2one
ENSG00000077348	ENST00000221233	reg_1986	ENST00000221233.48	one2one
ENSG00000077348	ENST00000596905	reg_1986	ENST00000596905.48	one2one
ENSG00000072182	ENST00000347842	reg_14158	ENST00000347842.16	one2one
ENSG00000072182	ENST00000358078	reg_14158	ENST00000358078.16	one2one
ENSG00000135535	ENST00000512821	reg_15871	ENST00000512821.6	one2one
ENSG00000135535	ENST00000324953	reg_15871	ENST00000324953.6	one2one
ENSG00000135535	ENST00000310786	reg_15871	ENST00000310786.6	one2one
ENSG00000135535	ENST00000504373	reg_15871	ENST00000504373.6	one2one
ENSG00000135535	ENST00000275080	reg_15871	ENST00000275080.6	one2one
ENSG00000135535	ENST00000413644	reg_15871	ENST00000413644.6	one2one
ENSG00000184012	ENST00000332149	reg_12119	ENST00000332149.33	one2one
ENSG00000184012	ENST00000398585	reg_12119	ENST00000398585.33	one2one
ENSG00000184012	ENST00000458356	reg_12119	ENST00000458356.33	one2one
ENSG00000134852	ENST00000309964	reg_3896	ENST00000309964.11	one2one
ENSG00000134852	ENST00000381322	reg_3896	ENST00000381322.11	one2one
ENSG00000134852	ENST00000513440	reg_3896	ENST00000513440.11	one2one
ENSG00000143994	ENST00000316470	None	None	one2zero
ENSG00000168079	ENST00000524352	reg_8322	ENST00000524352.86	one2one
ENSG00000168079	ENST00000354914	reg_8322	ENST00000354914.86	one2one
ENSG00000113946	ENST00000264734	reg_12024	ENST00000264734.3	one2one
ENSG00000198719	ENST00000366756	reg_15893	ENST00000366756.6	one2one
ENSG00000186652	ENST00000311862	reg_8273	ENST00000311862.17	one2one
ENSG00000186652	ENST00000525955	reg_8273	ENST00000525955.17	one2one
ENSG00000186652	ENST00000533605	reg_8273	ENST00000533605.17	one2one
ENSG00000174721	ENST00000311575	reg_9491	ENST00000311575.7	one2one
ENSG00000161960	ENST00000582746	reg_11304	ENST00000582746.24	one2one
ENSG00000161960	ENST00000293831	reg_11304	ENST00000293831.24	one2one
ENSG00000161960	ENST00000577269	reg_11304	ENST00000577269.24	one2one
ENSG00000143315	ENST00000368090	reg_12586	ENST00000368090.36	one2one
ENSG00000167483	ENST00000601861	reg_50	ENST00000601861.61	one2one
ENSG00000167483	ENST00000332386	reg_50	ENST00000332386.61	one2one
ENSG00000167483	ENST00000335393	reg_50	ENST00000335393.61	one2one
ENSG00000167483	ENST00000600871	reg_50	ENST00000600871.61	one2one
ENSG00000167483	ENST00000599164	reg_50	ENST00000599164.61	one2one
ENSG00000167483	ENST00000449408	reg_50	ENST00000449408.61	one2one
ENSG00000167483	ENST00000599124	reg_50	ENST00000599124.61	one2one
ENSG00000167483	ENST00000595684	reg_50	ENST00000595684.61	one2one
ENSG00000198919	ENST00000463306	reg_12113	ENST00000463306.3	one2one
ENSG00000198919	ENST00000361582	reg_12113	ENST00000361582.3	one2one
ENSG00000279395	ENST00000625203	reg_4591	ENST00000625203.4965	many2one
ENSG00000205030	ENST00000378397	reg_4591	ENST00000378397.17	many2one
ENSG00000099901	ENST00000402752	reg_13223	ENST00000402752.121	one2one
ENSG00000099901	ENST00000430524	reg_13223	ENST00000430524.121	one2one
ENSG00000099901	ENST00000331821	reg_13223	ENST00000331821.121	one2one
ENSG00000151790	ENST00000536354	reg_4621	ENST00000536354.46	one2one
ENSG00000169306	ENST00000378993	reg_5554	ENST00000378993.2	one2one
ENSG00000188655	ENST00000557068	None	None	one2zero
ENSG00000188655	ENST00000429244	None	None	one2zero
ENSG00000188655	ENST00000553706	None	None	one2zero
ENSG00000188655	ENST00000556208	None	None	one2zero
ENSG00000188655	ENST00000554964	None	None	one2zero
ENSG00000188655	ENST00000553541	None	None	one2zero
ENSG00000188655	ENST00000338904	None	None	one2zero
ENSG00000188655	ENST00000611135	None	None	one2zero
ENSG00000188655	ENST00000557209	None	None	one2zero
ENSG00000188655	ENST00000404716	None	None	one2zero
ENSG00000188655	ENST00000555230	None	None	one2zero
ENSG00000160216	ENST00000398058	reg_508	ENST00000398058.33	one2one
ENSG00000160216	ENST00000398061	reg_508	ENST00000398061.33	one2one
ENSG00000160216	ENST00000327505	reg_508	ENST00000327505.33	one2one
ENSG00000160216	ENST00000398063	reg_508	ENST00000398063.33	one2one
ENSG00000160216	ENST00000546158	reg_508	ENST00000546158.33	one2one
ENSG00000160216	ENST00000291572	reg_508	ENST00000291572.33	one2one
ENSG00000197921	ENST00000378453	reg_10292	ENST00000378453.1	one2one
ENSG00000165675	ENST00000338144	reg_17592	ENST00000338144.2	one2one
ENSG00000165675	ENST00000394363	reg_17592	ENST00000394363.2	one2one
ENSG00000165675	ENST00000370935	reg_17592	ENST00000370935.2	one2one
ENSG00000165675	ENST00000370927	reg_17592	ENST00000370927.2	one2one
ENSG00000100647	ENST00000342745	reg_5263	ENST00000342745.13	one2one
ENSG00000010932	ENST00000617670	reg_12636	ENST00000617670.29	one2one
ENSG00000010932	ENST00000367750	reg_12636	ENST00000367750.29	one2one
ENSG00000010932	ENST00000354841	reg_12636	ENST00000354841.29	one2one
ENSG00000010932	ENST00000402921	reg_12636	ENST00000402921.29	one2one
ENSG00000163453	ENST00000514062	reg_4716	ENST00000514062.11	one2one
ENSG00000163453	ENST00000295666	reg_4716	ENST00000295666.11	one2one
ENSG00000187140	ENST00000371116	reg_1368	ENST00000371116.1	one2one
ENSG00000230549	ENST00000529559	None	None	one2zero
ENSG00000169836	ENST00000304883	reg_4692	ENST00000304883.15	one2one
ENSG00000171428	ENST00000517492	reg_14066	ENST00000517492.116	one2one
ENSG00000171428	ENST00000518029	reg_14066	ENST00000518029.116	one2one
ENSG00000171428	ENST00000520546	reg_14066	ENST00000520546.116	one2one
ENSG00000171428	ENST00000545197	reg_14066	ENST00000545197.116	one2one
ENSG00000171428	ENST00000307719	reg_14066	ENST00000307719.116	one2one
ENSG00000158445	ENST00000371741	reg_6854	ENST00000371741.30	one2one
ENSG00000158445	ENST00000635465	reg_6854	ENST00000635465.30	one2one
ENSG00000137692	ENST00000260247	reg_8432	ENST00000260247.27	one2one
ENSG00000172301	ENST00000378634	reg_6333	ENST00000378634.24	one2one
ENSG00000172301	ENST00000302362	reg_6333	ENST00000302362.24	one2one
ENSG00000141252	ENST00000291074	reg_6530	ENST00000291074.135	one2one
ENSG00000141252	ENST00000571805	reg_6530	ENST00000571805.135	one2one
ENSG00000141252	ENST00000437048	reg_6530	ENST00000437048.135	one2one
ENSG00000268104	ENST00000598581	reg_5385	ENST00000598581.2	one2one
ENSG00000169504	ENST00000374379	reg_981	ENST00000374379.1	one2one
ENSG00000182853	ENST00000328739	reg_11590	ENST00000328739.83	one2one
ENSG00000058404	ENST00000457475	reg_9669	ENST00000457475.70	one2one
ENSG00000058404	ENST00000395749	reg_9669	ENST00000395749.70	one2one
ENSG00000058404	ENST00000346990	reg_9669	ENST00000346990.70	one2one
ENSG00000058404	ENST00000347193	reg_9669	ENST00000347193.70	one2one
